tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating 
Canadian Studies,1452,University of Ottawa,Yves,,Laberge,2242330,29,good,TEACHER,PROFESSOR,4.6
Criminology,1452,University of Ottawa,Amanda,,Kramer,1884446,0,zero,TEACHER,PROFESSOR,N/A
History,1452,University of Ottawa,Eda,,Kranakis,54789,12,good,TEACHER,PROFESSOR,3.8
Science,1452,University of Ottawa,Anthony,,Krantis,1839569,9,average,TEACHER,PROFESSOR,3.4
Law,1452,University of Ottawa,Ivaylo,,Kraychev,2079562,11,good,TEACHER,PROFESSOR,3.6
Physics,1452,University of Ottawa,Jacob,,Krich,2038735,16,average,TEACHER,PROFESSOR,3.1
Law,1452,University of Ottawa,Vern,,Krishna,48587,19,average,TEACHER,PROFESSOR,2.8
Psychology,1452,University of Ottawa,Elizabeth,,Kristjansson,397479,33,average,TEACHER,PROFESSOR,2.5
Management,1452,University of Ottawa,Murray,,Kronick,2757509,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1452,University of Ottawa,Boguslaw,,Kruczek,300388,21,good,TEACHER,PROFESSOR,4.2
German,1452,University of Ottawa,Thomas,,Kruger,1671607,9,good,TEACHER,PROFESSOR,4.5
Engineering,1452,University of Ottawa,Oleksiy,,Krupin,2313357,0,zero,TEACHER,PROFESSOR,N/A
Economics,1452,University of Ottawa,Christopher,,Ksoll,1889827,9,average,TEACHER,PROFESSOR,2.9
Mathematics,1452,University of Ottawa,Dongyang,,Kuang,2446878,6,good,TEACHER,PROFESSOR,4.2
Japanese,1452,University of Ottawa,Mami,,Kubota,1774655,20,good,TEACHER,PROFESSOR,4.5
Marketing,1452,University of Ottawa,Ernest,,Kuekam,1761505,5,poor,TEACHER,PROFESSOR,1.2
Philosophy,1452,University of Ottawa,Hermann,Wouekam,Kuitche,1990769,2,poor,TEACHER,PROFESSOR,1.5
Electrical Engineering amp Computer Science,1452,University of Ottawa,Michel,,Kulhandjian,2606306,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,James,,Kulik,1360255,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1452,University of Ottawa,Rafal,,Kulik,275806,42,good,TEACHER,PROFESSOR,4.0
Theater,1452,University of Ottawa,Peter,,Kuling,2266714,9,good,TEACHER,PROFESSOR,4.7
Communication,1452,University of Ottawa,Martine,,Lagace,546421,15,average,TEACHER,PROFESSOR,3.3
Computer Science,1452,University of Ottawa,Robert,,Laganiere,461611,28,good,TEACHER,PROFESSOR,4.4
International Studies,1452,University of Ottawa,Philippe,,Lagassé,1325135,16,good,TEACHER,PROFESSOR,4.2
Business,1452,University of Ottawa,Kaouthar,,Lajili,172344,32,average,TEACHER,PROFESSOR,3.1
Health Science,1452,University of Ottawa,.,,Lajoie,233495,6,average,TEACHER,PROFESSOR,3.1
Health Science,1452,University of Ottawa,Yves,,Lajoie,2210721,5,average,TEACHER,PROFESSOR,2.8
French,1452,University of Ottawa,Zishad,,Lak,2339676,9,poor,TEACHER,PROFESSOR,1.8
Engineering,1452,University of Ottawa,Rubina,,Lakhani,2699675,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,ML,,Laliberte,867430,13,good,TEACHER,PROFESSOR,3.5
Psychology,1452,University of Ottawa,Marie-Lyne,,Laliberte,2002939,40,good,TEACHER,PROFESSOR,3.5
Political Science,1452,University of Ottawa,Andre,,Laliberte,1307374,28,good,TEACHER,PROFESSOR,3.6
Geology,1452,University of Ottawa,Andre,,Lalonde,1746049,0,zero,TEACHER,PROFESSOR,N/A
Nursing,1452,University of Ottawa,Michelle,,Lalonde,2222927,4,good,TEACHER,PROFESSOR,4.0
Biology,1452,University of Ottawa,Veronique,Boucher,Lalonde,2410885,0,zero,TEACHER,PROFESSOR,N/A
History,1452,University of Ottawa,Francois,,Lalonde,1964789,88,good,TEACHER,PROFESSOR,4.5
History,1452,University of Ottawa,Franccedilois,,Lalonde,2765075,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Martin,,Lalumiere,2102377,16,good,TEACHER,PROFESSOR,4.1
Translation,1452,University of Ottawa,Sylvie,,Lambert,755590,33,average,TEACHER,PROFESSOR,3.1
Languages,1452,University of Ottawa,Lucille,,Lambert,907316,4,average,TEACHER,PROFESSOR,2.8
Criminology,1452,University of Ottawa,McCuaig,,Lambrinakos,2602321,0,zero,TEACHER,PROFESSOR,N/A
Administration,1452,University of Ottawa,Wadid,,Lamine,2384716,4,good,TEACHER,PROFESSOR,4.3
Psychology,1452,University of Ottawa,Claude,,Lamontagne,14810,78,good,TEACHER,PROFESSOR,4.2
Not Specified,1452,University of Ottawa,Mario,,Lamontagne,1670883,5,poor,TEACHER,PROFESSOR,1.8
Mathematics,1452,University of Ottawa,Gilles,,Lamothe,235711,83,good,TEACHER,PROFESSOR,4.5
Modern Languages & Literatures,1452,University of Ottawa,Sylvie,,Lamoureux,1650358,3,good,TEACHER,PROFESSOR,4.5
Criminology,1452,University of Ottawa,Patrick,,Lamoureux,2823344,0,zero,TEACHER,PROFESSOR,N/A
Social Science,1452,University of Ottawa,Paul,,Lamy,15423,70,average,TEACHER,PROFESSOR,2.8
Engineering,1452,University of Ottawa,Christopher,,Lan,547126,19,average,TEACHER,PROFESSOR,3.4
English,1452,University of Ottawa,Sara,,Landreth,1403119,12,good,TEACHER,PROFESSOR,4.6
Humanities,1452,University of Ottawa,Mathieu,,Landriault,1856987,22,average,TEACHER,PROFESSOR,2.9
Art History,1452,University of Ottawa,Pierre,,Landry,382875,6,average,TEACHER,PROFESSOR,3.4
Criminology,1452,University of Ottawa,Deborah,,Landry,1013491,81,good,TEACHER,PROFESSOR,3.8
Management,1452,University of Ottawa,Daniel,,Lane,456167,16,average,TEACHER,PROFESSOR,3.5
Engineering,1452,University of Ottawa,Chris,,Lane,2131929,2,average,TEACHER,PROFESSOR,2.8
Science,1452,University of Ottawa,Odette,,Laneuville,130960,40,average,TEACHER,PROFESSOR,3.2
Biomedical Engineering,1452,University of Ottawa,Odette,,Laneuville,2702886,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1452,University of Ottawa,Jochen,,Lang,569777,50,poor,TEACHER,PROFESSOR,2.4
Languages,1452,University of Ottawa,Karem,,Langer,1080203,4,good,TEACHER,PROFESSOR,3.5
Nursing,1452,University of Ottawa,Stephanie,,Langford,979348,4,average,TEACHER,PROFESSOR,2.5
Law,1452,University of Ottawa,Sébastien,,Langlois,1375949,1,poor,TEACHER,PROFESSOR,2.0
Medicine,1452,University of Ottawa,Marc-André,,Langlois,1969476,3,good,TEACHER,PROFESSOR,4.3
English,1452,University of Ottawa,Jessica,,Langston,1131006,15,good,TEACHER,PROFESSOR,4.1
Engineering,1452,University of Ottawa,Eric,,Lanteigne,1975029,7,average,TEACHER,PROFESSOR,3.0
English,1452,University of Ottawa,Atef,,Laouyene,1227046,2,average,TEACHER,PROFESSOR,3.2
Nursing,1452,University of Ottawa,Hélène,,Laperrière,1602042,2,average,TEACHER,PROFESSOR,3.0
Business,1452,University of Ottawa,Laurent,,Lapierre,373230,46,good,TEACHER,PROFESSOR,3.9
Psychology,1452,University of Ottawa,Joelle,,Laplante,1474074,8,good,TEACHER,PROFESSOR,4.8
Health Science,1452,University of Ottawa,Denise,,Laplante,1506014,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,1452,University of Ottawa,Julie,,Laplante,1514518,12,good,TEACHER,PROFESSOR,3.8
Business,1452,University of Ottawa,David,,Large,154775,20,good,TEACHER,PROFESSOR,4.3
Music,1452,University of Ottawa,Matthew,,Larkin,1708582,5,good,TEACHER,PROFESSOR,4.7
Social Work,1452,University of Ottawa,Lorie,,Laroche,2265526,33,poor,TEACHER,PROFESSOR,2.2
Music,1452,University of Ottawa,Yves,,Laroche,2777859,2,good,TEACHER,PROFESSOR,5.0
Law,1452,University of Ottawa,François,,Larocque,861382,9,good,TEACHER,PROFESSOR,4.5
Sociology,1452,University of Ottawa,Stephan,,Larose,1061337,222,good,TEACHER,PROFESSOR,4.4
Social Work,1452,University of Ottawa,Katharine,,Larose-Hébert,1615136,12,poor,TEACHER,PROFESSOR,2.5
Communication,1452,University of Ottawa,Stephanie,,Larrue,1930330,8,average,TEACHER,PROFESSOR,3.0
Mathematics,1452,University of Ottawa,Peter,,Latham,2511994,22,poor,TEACHER,PROFESSOR,2.1
Nursing,1452,University of Ottawa,Marie-Eve,,Latreille,1740821,5,good,TEACHER,PROFESSOR,5.0
Philosophy,1452,University of Ottawa,Dean,,Lauer,738906,175,good,TEACHER,PROFESSOR,3.5
Criminology,1452,University of Ottawa,Patrick,Etienne,Laurin,2347575,12,good,TEACHER,PROFESSOR,4.5
Geography,1452,University of Ottawa,Bernard,,Lauriol,13852,25,good,TEACHER,PROFESSOR,3.6
Nursing,1452,University of Ottawa,Kim,,Lauzier,2621255,3,good,TEACHER,PROFESSOR,4.7
Psychology,1452,University of Ottawa,André,,Lauzon,1998001,3,good,TEACHER,PROFESSOR,3.5
Management,1452,University of Ottawa,Ika,,Lavagnon,1979677,3,average,TEACHER,PROFESSOR,2.7
Medicine,1452,University of Ottawa,Mathieu,,Lavallee-Adam,2564566,1,good,TEACHER,PROFESSOR,5.0
Education,1452,University of Ottawa,Danny,,Laveault,875809,3,poor,TEACHER,PROFESSOR,1.2
Economics,1452,University of Ottawa,Adam,,Lavecchia,2340153,11,good,TEACHER,PROFESSOR,4.3
Psychology,1452,University of Ottawa,Karine,,Lavergne,1928705,1,average,TEACHER,PROFESSOR,3.0
Health Science,1452,University of Ottawa,Eric,,Lavigne,1873189,34,good,TEACHER,PROFESSOR,3.9
Economics,1452,University of Ottawa,Marc,,Lavoie,88988,20,average,TEACHER,PROFESSOR,3.2
Theater,1452,University of Ottawa,Sylvain,,Lavoie,2463350,6,poor,TEACHER,PROFESSOR,2.3
International Studies,1452,University of Ottawa,Nomi,Claire,Lazar,2232213,7,average,TEACHER,PROFESSOR,3.3
Communication,1452,University of Ottawa,Pierre,,Lã©vy,919276,1,average,TEACHER,PROFESSOR,3.0
Languages,1452,University of Ottawa,Charles,,Le Blanc,1365968,42,average,TEACHER,PROFESSOR,2.6
Psychology,1452,University of Ottawa,Nathalie,,Le Marec,2560401,18,average,TEACHER,PROFESSOR,3.2
Administration,1452,University of Ottawa,J.L. Gilles,,Le Vasseur,2384930,10,poor,TEACHER,PROFESSOR,1.6
Communication,1452,University of Ottawa,Jason,,Leach,2767419,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1452,University of Ottawa,Vincent,,Leacutetourneau,2814693,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1452,University of Ottawa,Alain,,Lebel,73273,12,poor,TEACHER,PROFESSOR,2.5
Psychology,1452,University of Ottawa,Sophie,,Lebel,1572854,5,good,TEACHER,PROFESSOR,4.2
Economics,1452,University of Ottawa,Laetitia,,Lebihan,2320521,21,average,TEACHER,PROFESSOR,3.0
Administration,1452,University of Ottawa,Laetitia,,Lebihan,2711693,0,zero,TEACHER,PROFESSOR,N/A
Modern Languages  Literatures,1452,University of Ottawa,Julie,,Leblanc,2042814,6,good,TEACHER,PROFESSOR,4.8
Mathematics,1452,University of Ottawa,Victor,,Leblanc,15595,56,good,TEACHER,PROFESSOR,4.2
International Studies,1452,University of Ottawa,Jean-Philippe,,Leblond,1851190,8,average,TEACHER,PROFESSOR,2.5
International Public Affairs,1452,University of Ottawa,Patrick,,Leblond,2731429,1,good,TEACHER,PROFESSOR,5.0
Law,1452,University of Ottawa,Yves,,Lebouthillier,576923,8,average,TEACHER,PROFESSOR,2.7
Political Science,1452,University of Ottawa,Pascal,,Lebrun,2768892,0,zero,TEACHER,PROFESSOR,N/A
Management,1452,University of Ottawa,Joanne,,Leck,441746,19,good,TEACHER,PROFESSOR,4.7
Psychology,1452,University of Ottawa,Stephanie,,Leclair,1681737,15,average,TEACHER,PROFESSOR,3.0
Mathematics,1452,University of Ottawa,Marc-Antoine,,Leclerc,2203235,2,poor,TEACHER,PROFESSOR,1.0
Health Science,1452,University of Ottawa,Benoit,,Leclerc,1813545,26,average,TEACHER,PROFESSOR,2.8
Political Science,1452,University of Ottawa,Andre,,Lecours,1377353,69,good,TEACHER,PROFESSOR,3.9
Nursing,1452,University of Ottawa,Line,,Lecuyer,653264,2,poor,TEACHER,PROFESSOR,1.5
Medicine,1452,University of Ottawa,John,,Leddy,53191,39,good,TEACHER,PROFESSOR,4.5
History,1452,University of Ottawa,Neven,,Leddy,1400113,101,good,TEACHER,PROFESSOR,3.6
Psychology,1452,University of Ottawa,Andree-Anne,,Ledoux,1828679,21,average,TEACHER,PROFESSOR,2.6
Political Studies,1452,University of Ottawa,Richard,,Leduc,2060479,3,good,TEACHER,PROFESSOR,3.5
Women's Studies,1452,University of Ottawa,Céline,,Leduc,2067344,7,average,TEACHER,PROFESSOR,3.5
Psychology,1452,University of Ottawa,Jennifer,,Lee,1081136,6,good,TEACHER,PROFESSOR,4.8
Marketing,1452,University of Ottawa,Ysabella,,Lee,1998041,36,good,TEACHER,PROFESSOR,3.7
Psychology,1452,University of Ottawa,Catherine,,Lee,2076713,1,average,TEACHER,PROFESSOR,3.0
Philosophy,1452,University of Ottawa,Pamela,,Lee,2339449,1,poor,TEACHER,PROFESSOR,2.0
Microbiology,1452,University of Ottawa,Jyh-Yeuan,,Lee,2489533,0,zero,TEACHER,PROFESSOR,N/A
Science,1452,University of Ottawa,Jonathan,,Lee,542913,8,poor,TEACHER,PROFESSOR,2.3
Psychology,1452,University of Ottawa,Wendy,,Lee,2049052,11,good,TEACHER,PROFESSOR,4.5
Computer Science,1452,University of Ottawa,WonSook,,Lee,354869,40,poor,TEACHER,PROFESSOR,2.3
Psychology,1452,University of Ottawa,Sharon,,Lee,2010338,45,average,TEACHER,PROFESSOR,2.9
Computer Science,1452,University of Ottawa,Yin Tat,,Lee,2773513,1,poor,TEACHER,PROFESSOR,1.0
Biology,1452,University of Ottawa,Jeremie,,Lefebvre,2619149,3,good,TEACHER,PROFESSOR,4.7
Communication,1452,University of Ottawa,Jean,,Legault,794606,5,good,TEACHER,PROFESSOR,3.6
Administration,1452,University of Ottawa,Nicolas,,Legendre,2427503,2,average,TEACHER,PROFESSOR,3.0
Theater,1452,University of Ottawa,Catriona,,Leger,2513322,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1452,University of Ottawa,Matteo,,Legrenzi,1244466,2,good,TEACHER,PROFESSOR,5.0
Criminology,1452,University of Ottawa,Sandra,,Lehalle,1232405,18,good,TEACHER,PROFESSOR,3.5
Psychology,1452,University of Ottawa,Cory,,Lehoux,2090450,1,good,TEACHER,PROFESSOR,4.5
Health Science,1452,University of Ottawa,Simon,,Lemaire,1399898,44,average,TEACHER,PROFESSOR,2.9
Psychology,1452,University of Ottawa,Nathalie,,Lemarec,297563,49,average,TEACHER,PROFESSOR,3.0
Music,1452,University of Ottawa,Stephane,,Lemelin,78669,6,average,TEACHER,PROFESSOR,2.8
Geography,1452,University of Ottawa,Eveline,,Lemieux,1987303,4,average,TEACHER,PROFESSOR,3.0
Health Science,1452,University of Ottawa,Laurence,,Lemieux,2444641,1,poor,TEACHER,PROFESSOR,1.0
Psychology,1452,University of Ottawa,Chantal,Lynne,Lemieux,2337170,24,poor,TEACHER,PROFESSOR,2.1
Mathematics,1452,University of Ottawa,Mathieu,,Lemire,2110824,44,average,TEACHER,PROFESSOR,3.0
Psychology,1452,University of Ottawa,Louise,,Lemyre,2360549,0,zero,TEACHER,PROFESSOR,N/A
Social Sciences,1452,University of Ottawa,Patti,,Lenard,1438322,40,good,TEACHER,PROFESSOR,4.3
English,1452,University of Ottawa,Chris,,Lendrum,1742767,12,good,TEACHER,PROFESSOR,4.9
Education,1452,University of Ottawa,Antonietta,,Lenjosek,2514218,0,zero,TEACHER,PROFESSOR,N/A
Economics,1452,University of Ottawa,Gordon,,Lenjosek,1839921,194,poor,TEACHER,PROFESSOR,2.5
Communication,1452,University of Ottawa,Jenepher,,Lennox Terrion,14647,124,good,TEACHER,PROFESSOR,4.5
Health Science,1452,University of Ottawa,Carol,,Leonard,810954,2,good,TEACHER,PROFESSOR,3.5
Criminology,1452,University of Ottawa,Marcus,,Leonard,2047719,13,good,TEACHER,PROFESSOR,4.8
Law,1452,University of Ottawa,Marcus,,Léonard,2118404,3,good,TEACHER,PROFESSOR,5.0
Languages,1452,University of Ottawa,Jesse,,Leonard,2655415,4,good,TEACHER,PROFESSOR,4.8
Sociology,1452,University of Ottawa,Robert,,Leroux,910990,9,average,TEACHER,PROFESSOR,3.2
Social Work,1452,University of Ottawa,Handy,,Leroy,2773407,0,zero,TEACHER,PROFESSOR,N/A
Marketing,1452,University of Ottawa,Alain,,Lesage,2478000,2,average,TEACHER,PROFESSOR,3.0
Geology,1452,University of Ottawa,Jerome,,Lesemann,1804453,5,good,TEACHER,PROFESSOR,3.9
Art,1452,University of Ottawa,Annaich,,Leserrec,1701339,2,average,TEACHER,PROFESSOR,3.0
Administration,1452,University of Ottawa,Lysanne,,Lessard,1980572,8,average,TEACHER,PROFESSOR,3.3
Engineering,1452,University of Ottawa,Benoit,,Lessard,2139023,5,good,TEACHER,PROFESSOR,4.0
History,1452,University of Ottawa,Micheline,,Lessard,41121,31,good,TEACHER,PROFESSOR,4.0
Engineering,1452,University of Ottawa,Timothy,,Lethbridge,16436,52,good,TEACHER,PROFESSOR,4.2
Education,1452,University of Ottawa,Catherine,,Levasseur,2634088,2,good,TEACHER,PROFESSOR,4.5
Administration,1452,University of Ottawa,Sylvie,,Levasseur,2428750,4,poor,TEACHER,PROFESSOR,2.0
French,1452,University of Ottawa,Catherine,,Levasseur,2619033,3,good,TEACHER,PROFESSOR,4.7
Business,1452,University of Ottawa,Gilles,,Levasseur,85962,142,average,TEACHER,PROFESSOR,2.6
Communication,1452,University of Ottawa,Gilles,,Levassuer,499727,7,poor,TEACHER,PROFESSOR,2.4
Sociology,1452,University of Ottawa,Maurice,,Levesque,1136900,3,average,TEACHER,PROFESSOR,3.3
Law,1452,University of Ottawa,Celine,,Levesque,1701571,3,poor,TEACHER,PROFESSOR,2.0
Social Work,1452,University of Ottawa,Joscelyne,,Levesque,1753625,1,good,TEACHER,PROFESSOR,5.0
Psychology,1452,University of Ottawa,Christine,,Levesque,2731834,5,average,TEACHER,PROFESSOR,3.2
Law,1452,University of Ottawa,Anne,,Levesque,2771361,0,zero,TEACHER,PROFESSOR,N/A
Languages,1452,University of Ottawa,Stephen,,Levey,1057244,33,good,TEACHER,PROFESSOR,4.0
Health Science,1452,University of Ottawa,Miriam,,Levitt,705599,26,average,TEACHER,PROFESSOR,2.7
Mathematics,1452,University of Ottawa,Jason,,Levy,15019,56,average,TEACHER,PROFESSOR,3.0
Communication,1452,University of Ottawa,Pierre,,Levy,975265,20,good,TEACHER,PROFESSOR,4.3
English,1452,University of Ottawa,maria,emmanouela,lewis,2678319,3,poor,TEACHER,PROFESSOR,2.3
Biology,1452,University of Ottawa,John,,Lewis,1015385,31,good,TEACHER,PROFESSOR,3.9
English,1452,University of Ottawa,Alyson,,Lewis,2772730,1,good,TEACHER,PROFESSOR,5.0
Geography,1452,University of Ottawa,Antoni,,Lewkowicz,15551,59,good,TEACHER,PROFESSOR,4.3
Translation,1452,University of Ottawa,Bella ,,Lewkowicz,2013764,3,good,TEACHER,PROFESSOR,4.2
Mathematics,1452,University of Ottawa,Jing,,LI,1389444,12,average,TEACHER,PROFESSOR,3.0
Accounting,1452,University of Ottawa,Yang,,Li,2235114,2,poor,TEACHER,PROFESSOR,1.0
Health  Physical Education,1452,University of Ottawa,Jing,Xian,Li,2106944,9,average,TEACHER,PROFESSOR,2.8
Business,1452,University of Ottawa,Jonathan,Yu-Meng,Li,1871232,19,good,TEACHER,PROFESSOR,3.5
Business,1452,University of Ottawa,Jia,Zhe,Li,2461076,7,good,TEACHER,PROFESSOR,4.0
Geography,1452,University of Ottawa,Yuenan,,Li,2752040,0,zero,TEACHER,PROFESSOR,N/A
Business,1452,University of Ottawa,Tiemei,,LI,1714974,28,average,TEACHER,PROFESSOR,2.8
Mathematics,1452,University of Ottawa,Weixuan,,Li,17845,161,poor,TEACHER,PROFESSOR,2.4
Microbiology,1452,University of Ottawa,Sean,,Li,2471723,1,good,TEACHER,PROFESSOR,5.0
Health Science,1452,University of Ottawa,Qiao,,LI,1884739,18,poor,TEACHER,PROFESSOR,2.2
Engineering,1452,University of Ottawa,Ming,,Liang,606354,6,average,TEACHER,PROFESSOR,3.1
Business,1452,University of Ottawa,Hung-Chang,,Liao,2399361,27,good,TEACHER,PROFESSOR,4.3
Political Science,1452,University of Ottawa,Joshua,,Libben,1973983,2,good,TEACHER,PROFESSOR,4.5
English,1452,University of Ottawa,Jason,,Liboiron,2326272,10,good,TEACHER,PROFESSOR,4.4
Business,1452,University of Ottawa,Chris,,Liboiron,383278,26,good,TEACHER,PROFESSOR,4.2
Sociology,1452,University of Ottawa,Riva,,Lieflander,1841515,68,average,TEACHER,PROFESSOR,2.5
Philosophy,1452,University of Ottawa,Alexander,,Liepins,2161300,14,good,TEACHER,PROFESSOR,4.8
Art,1452,University of Ottawa,Verushka,,Lieutenant-Duval,2628290,0,zero,TEACHER,PROFESSOR,N/A
History,1452,University of Ottawa,Micheline,,Lessard,41121,31,good,TEACHER,PROFESSOR,4.0
Engineering,1452,University of Ottawa,Timothy,,Lethbridge,16436,52,good,TEACHER,PROFESSOR,4.2
Education,1452,University of Ottawa,Catherine,,Levasseur,2634088,2,good,TEACHER,PROFESSOR,4.5
Administration,1452,University of Ottawa,Sylvie,,Levasseur,2428750,4,poor,TEACHER,PROFESSOR,2.0
French,1452,University of Ottawa,Catherine,,Levasseur,2619033,3,good,TEACHER,PROFESSOR,4.7
Business,1452,University of Ottawa,Gilles,,Levasseur,85962,141,average,TEACHER,PROFESSOR,2.7
Communication,1452,University of Ottawa,Gilles,,Levassuer,499727,7,poor,TEACHER,PROFESSOR,2.4
Sociology,1452,University of Ottawa,Maurice,,Levesque,1136900,3,average,TEACHER,PROFESSOR,3.3
Law,1452,University of Ottawa,Celine,,Levesque,1701571,3,poor,TEACHER,PROFESSOR,2.0
Social Work,1452,University of Ottawa,Joscelyne,,Levesque,1753625,1,good,TEACHER,PROFESSOR,5.0
Psychology,1452,University of Ottawa,Christine,,Levesque,2731834,5,average,TEACHER,PROFESSOR,3.2
Law,1452,University of Ottawa,Anne,,Levesque,2771361,0,zero,TEACHER,PROFESSOR,N/A
Languages,1452,University of Ottawa,Stephen,,Levey,1057244,33,good,TEACHER,PROFESSOR,4.0
Health Science,1452,University of Ottawa,Miriam,,Levitt,705599,26,average,TEACHER,PROFESSOR,2.7
Mathematics,1452,University of Ottawa,Jason,,Levy,15019,56,average,TEACHER,PROFESSOR,3.0
Communication,1452,University of Ottawa,Pierre,,Levy,975265,20,good,TEACHER,PROFESSOR,4.3
English,1452,University of Ottawa,maria,emmanouela,lewis,2678319,3,poor,TEACHER,PROFESSOR,2.3
Biology,1452,University of Ottawa,John,,Lewis,1015385,31,good,TEACHER,PROFESSOR,3.9
English,1452,University of Ottawa,Alyson,,Lewis,2772730,1,good,TEACHER,PROFESSOR,5.0
Geography,1452,University of Ottawa,Antoni,,Lewkowicz,15551,59,good,TEACHER,PROFESSOR,4.3
English,1452,University of Ottawa,Andrew,,Loeb,1772510,4,good,TEACHER,PROFESSOR,3.5
Science,1452,University of Ottawa,Brian,,Logan,17119,28,good,TEACHER,PROFESSOR,3.8
Health Science,1452,University of Ottawa,David,,Lohnes,1534309,20,good,TEACHER,PROFESSOR,4.0
Chemistry,1452,University of Ottawa,Francis,,Loiseau,1740075,23,good,TEACHER,PROFESSOR,4.3
English,1452,University of Ottawa,April,,London,24501,46,average,TEACHER,PROFESSOR,2.9
Law,1452,University of Ottawa,Anne,,London-Weinstein,1647232,3,average,TEACHER,PROFESSOR,3.2
Physics,1452,University of Ottawa,André,AL,Longtin,1795877,13,poor,TEACHER,PROFESSOR,2.0
Political Science,1452,University of Ottawa,David,,Longtin,2457877,4,average,TEACHER,PROFESSOR,3.3
Anthropology,1452,University of Ottawa,Jennifer,,Lopes,2741016,4,average,TEACHER,PROFESSOR,3.3
History,1452,University of Ottawa,Margarita,,Lopez,1823716,2,poor,TEACHER,PROFESSOR,2.2
Languages,1452,University of Ottawa,Luz-Patricia,,Lopez,1869502,17,good,TEACHER,PROFESSOR,4.7
Sociology,1452,University of Ottawa,Jose,,Lopez,373945,32,good,TEACHER,PROFESSOR,4.0
Mathematics,1452,University of Ottawa,Pawel,,Lorek,1238095,3,poor,TEACHER,PROFESSOR,2.3
Chemistry,1452,University of Ottawa,Ilya,,Loshikhes,2126917,0,zero,TEACHER,PROFESSOR,N/A
Electrical Engineering  Computer Science,1452,University of Ottawa,Joseph,,Lostracco,2031386,3,average,TEACHER,PROFESSOR,3.3
Humanities,1452,University of Ottawa,Heather,,Loube,99188,63,good,TEACHER,PROFESSOR,4.2
Social Sciences,1452,University of Ottawa,Robert,,Louis,2453789,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1452,University of Ottawa,Hicham,,Loukrati,2438401,13,good,TEACHER,PROFESSOR,3.6
Psychology,1452,University of Ottawa,Alyssa,,Louw,2431855,6,average,TEACHER,PROFESSOR,2.8
Communication,1452,University of Ottawa,Mark,,Lowes,28281,181,good,TEACHER,PROFESSOR,3.8
English,1452,University of Ottawa,Patricia,,Life,1672744,4,good,TEACHER,PROFESSOR,5.0
Communication,1452,University of Ottawa,David,,Likely,2038133,3,average,TEACHER,PROFESSOR,3.2
Communication,1452,University of Ottawa,Fraser,,Likely,2332710,2,good,TEACHER,PROFESSOR,4.5
Languages,1452,University of Ottawa,Gastón,,Lillo,46258,20,poor,TEACHER,PROFESSOR,2.2
Japanese,1452,University of Ottawa,Fan,,Lin,1807625,10,good,TEACHER,PROFESSOR,3.9
Psychology,1452,University of Ottawa,Nicolas,Narvaez,Linares,2409154,24,good,TEACHER,PROFESSOR,4.2
Management,1452,University of Ottawa,Jonathan,,Linton,1145698,10,poor,TEACHER,PROFESSOR,1.7
Law,1452,University of Ottawa,Andrew,,Lister,2803143,0,zero,TEACHER,PROFESSOR,N/A
International Public Affairs,1452,University of Ottawa,Catherine,,Liston-Heyes,2561362,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1452,University of Ottawa,Hai Yan,,Liu,2040468,70,good,TEACHER,PROFESSOR,4.5
Business,1452,University of Ottawa,Omer,,Livvarcin,2345317,16,good,TEACHER,PROFESSOR,4.4
Art,1452,University of Ottawa,Jorge,,Llaca Buznego,2005480,6,good,TEACHER,PROFESSOR,4.0
Languages,1452,University of Ottawa,Raquel,,Llama,1912698,6,good,TEACHER,PROFESSOR,4.3
Health Science,1452,University of Ottawa,Rebecca,,Lloyd,915591,8,average,TEACHER,PROFESSOR,2.5
Engineering,1452,University of Ottawa,Alan ,,Lloyd,1956480,1,poor,TEACHER,PROFESSOR,2.0
Management,1452,University of Ottawa,Peter,,Lloyd,2426174,8,good,TEACHER,PROFESSOR,3.6
Women's Studies,1452,University of Ottawa,Amber,,Lloydlangston,337431,7,average,TEACHER,PROFESSOR,2.6
Music,1452,University of Ottawa,Jamie,,Loback,298004,9,good,TEACHER,PROFESSOR,4.6
Political Studies,1452,University of Ottawa,Marie-Chantal,,Locas,1826126,9,average,TEACHER,PROFESSOR,3.0
Theater,1452,University of Ottawa,Jonathan,,Lockhart,1192528,28,good,TEACHER,PROFESSOR,4.8
English,1452,University of Ottawa,Andrew,,Loeb,1772510,4,good,TEACHER,PROFESSOR,3.5
Science,1452,University of Ottawa,Brian,,Logan,17119,28,good,TEACHER,PROFESSOR,3.8
